"Age","LoanAmount100k","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
57,2.10424,361,81,1,11.26,12,"High School","Part-time","Single","Yes",0,0.84725
64,0.70107,526,13,1,2.85,24,"PhD","Unemployed","Divorced","No",0,1.1579
66,0.43684,766,35,4,15.73,48,"PhD","Part-time","Married","No",0,1.43331
30,1.70498,383,10,3,10.35,12,"PhD","Part-time","Divorced","No",0,0.98618
34,1.73399,648,103,3,20.75,60,"High School","Self-employed","Single","No",0,0.74212
20,0.42841,579,99,3,21.56,48,"Bachelor's","Self-employed","Divorced","Yes",0,0.20595
68,0.327,399,43,4,15.6,24,"High School","Unemployed","Divorced","Yes",0,0.60505
61,1.63218,422,15,4,6.38,60,"Bachelor's","Full-time","Single","Yes",0,0.55177
39,0.79569,443,101,3,20.31,60,"Master's","Full-time","Single","No",0,0.37574
24,1.80423,659,69,1,16.53,60,"Master's","Part-time","Married","Yes",0,0.56225
50,2.31706,624,84,3,20.24,36,"Master's","Unemployed","Single","Yes",0,0.24427
32,1.02522,431,50,3,21.81,12,"Bachelor's","Part-time","Married","No",1,1.42699
62,0.63052,711,92,4,3.23,36,"Bachelor's","Part-time","Single","No",0,1.38143
43,2.27205,343,1,4,6.46,24,"PhD","Self-employed","Married","Yes",0,0.33029
45,2.41047,353,106,3,18.03,36,"Master's","Self-employed","Married","No",0,0.46971
34,0.21775,504,47,2,22.43,24,"PhD","Unemployed","Divorced","No",0,0.62129
36,0.46662,768,65,4,5.5,36,"PhD","Part-time","Married","No",0,0.85001
20,1.26306,600,28,3,16.56,36,"Bachelor's","Full-time","Divorced","Yes",0,1.44065
37,1.92936,661,4,1,12.3,36,"Master's","Part-time","Married","No",0,1.21784
43,1.40937,510,112,4,14.78,48,"Bachelor's","Self-employed","Single","Yes",0,0.53054
26,0.27017,524,44,4,5.73,12,"Bachelor's","Part-time","Married","Yes",0,1.19145
34,1.17393,599,103,4,16.37,60,"High School","Part-time","Single","No",0,0.25104
61,0.2259,808,41,1,2.28,24,"Master's","Part-time","Single","Yes",0,1.24736
46,2.43965,759,56,2,8.57,36,"PhD","Full-time","Single","No",0,0.79209
57,0.06914,490,38,4,14.62,24,"Master's","Part-time","Single","Yes",0,0.17136
53,1.64064,490,31,4,22.2,48,"PhD","Full-time","Single","No",0,1.23224
36,1.2026,422,68,2,3.83,12,"Master's","Full-time","Divorced","Yes",0,1.30817
39,0.59143,400,62,1,17.55,12,"PhD","Full-time","Single","No",0,1.46337
22,0.08297,418,36,3,9.26,60,"Master's","Self-employed","Married","No",1,1.24187
44,2.44921,460,10,1,15.26,24,"PhD","Part-time","Divorced","No",0,0.57202
58,1.98156,682,59,4,23.82,24,"PhD","Full-time","Married","Yes",0,0.90895
45,2.28741,303,109,4,10.92,12,"Master's","Part-time","Married","No",0,1.46125
50,1.43283,476,52,2,3.57,48,"Master's","Unemployed","Divorced","No",0,1.17089
48,1.58148,719,58,1,21.76,48,"PhD","Self-employed","Married","Yes",0,0.24884
36,0.41387,572,109,3,3.08,24,"Bachelor's","Self-employed","Married","No",0,0.47001
18,0.72345,605,72,4,23.43,24,"Master's","Full-time","Single","No",0,1.47012
51,2.31136,746,119,3,19.84,24,"PhD","Unemployed","Divorced","Yes",0,1.06457
63,0.97068,840,10,2,21.13,36,"Bachelor's","Unemployed","Married","No",0,1.02354
28,0.24871,846,27,1,11.75,48,"Master's","Self-employed","Married","No",0,1.07304
37,1.28119,808,118,3,11.96,12,"Bachelor's","Part-time","Divorced","No",0,0.35978
64,0.71776,806,17,2,8.6,60,"High School","Unemployed","Single","Yes",0,0.92041
63,0.27814,796,0,1,19.93,36,"Master's","Part-time","Divorced","Yes",0,0.89502
65,1.90337,631,78,4,15.99,24,"High School","Unemployed","Divorced","No",0,0.75448
50,2.19615,468,35,3,3.69,36,"Master's","Unemployed","Divorced","Yes",0,0.66107
36,0.11723,747,35,4,7.67,12,"Master's","Self-employed","Married","Yes",0,0.52925
43,0.6854,460,104,1,13.48,48,"PhD","Full-time","Single","Yes",0,0.79415
48,1.56538,373,53,1,20.85,24,"High School","Part-time","Divorced","No",0,0.51468
60,1.32749,335,15,1,4.13,24,"High School","Self-employed","Single","Yes",0,1.18203
67,0.67678,520,78,3,6.76,24,"Master's","Full-time","Divorced","Yes",0,1.46231
54,1.73471,701,65,2,18.73,60,"High School","Part-time","Single","Yes",0,0.28324
28,0.61374,359,40,4,14.26,12,"PhD","Full-time","Married","Yes",0,1.44811
42,2.245,731,43,4,16.52,48,"Master's","Full-time","Divorced","Yes",0,0.49356
27,1.762,523,75,1,19.79,48,"High School","Full-time","Married","No",0,1.17871
34,1.18268,797,117,1,13.95,48,"Bachelor's","Part-time","Single","No",0,0.19981
49,0.32541,362,71,1,10.84,12,"PhD","Unemployed","Single","Yes",0,0.678
43,0.52923,606,64,1,2.06,24,"Master's","Self-employed","Married","No",0,0.2868
58,0.07428,457,37,3,15.56,36,"Bachelor's","Full-time","Married","Yes",0,1.00134
30,1.5764,304,37,1,6.6,12,"PhD","Part-time","Married","Yes",0,0.99273
43,2.25577,614,70,1,14.15,48,"High School","Full-time","Married","Yes",0,0.82086
27,0.54068,755,86,3,23.77,12,"PhD","Unemployed","Single","Yes",0,1.46214
63,0.65178,672,108,1,14.4,36,"PhD","Full-time","Single","Yes",0,1.0305
69,1.9755,841,90,3,7.8,60,"Master's","Full-time","Divorced","Yes",0,0.68027
49,0.44357,544,11,1,4.03,48,"High School","Full-time","Divorced","Yes",0,0.33672
30,0.92823,520,78,2,3.85,24,"PhD","Unemployed","Single","Yes",0,0.65206
59,0.2751,603,78,1,23.42,12,"Bachelor's","Unemployed","Divorced","No",0,1.10702
41,2.33591,728,112,1,14.35,24,"Bachelor's","Self-employed","Divorced","Yes",0,0.77459
22,0.94619,687,58,3,21.1,60,"PhD","Unemployed","Single","Yes",0,0.69878
52,1.85042,709,75,1,2.3,12,"High School","Full-time","Married","Yes",0,1.302
43,2.45367,532,119,4,12.14,12,"Master's","Unemployed","Married","No",0,0.4725
37,0.95632,613,35,2,17.54,12,"PhD","Unemployed","Single","No",0,1.29302
41,1.34529,773,76,1,14.75,60,"High School","Unemployed","Divorced","Yes",0,0.73393
56,0.86765,361,34,3,16.64,36,"PhD","Self-employed","Married","Yes",0,0.48517
41,1.77982,405,1,2,2.63,48,"PhD","Self-employed","Married","Yes",0,1.47317
34,2.20055,609,109,4,5.19,36,"High School","Full-time","Single","No",0,1.3038
29,0.76872,509,36,2,5.18,48,"Master's","Unemployed","Married","Yes",0,1.3732
30,2.49878,787,116,3,3.63,48,"High School","Full-time","Single","No",0,0.68805
30,1.36511,451,110,1,22.98,48,"Bachelor's","Self-employed","Divorced","No",0,0.23866
28,0.65102,357,108,2,21.61,12,"High School","Self-employed","Married","Yes",0,0.82889
60,1.12725,430,51,1,6.87,12,"Master's","Self-employed","Married","Yes",0,0.81875
20,2.09277,610,26,4,17.54,24,"PhD","Part-time","Single","Yes",0,0.63116
49,1.01272,303,72,4,7.55,12,"High School","Unemployed","Single","Yes",0,0.19333
36,1.71786,482,94,1,15.8,36,"PhD","Part-time","Divorced","No",0,0.80265
43,0.70109,394,81,3,22.96,24,"Bachelor's","Part-time","Single","No",1,0.43066
58,2.06264,764,16,1,12.04,12,"Master's","Full-time","Married","No",0,0.89461
35,0.99286,510,47,1,11.16,12,"PhD","Part-time","Divorced","Yes",0,0.8229
56,1.17076,453,66,1,22.39,12,"Master's","Self-employed","Married","No",0,0.80592
27,1.13831,682,92,3,23.15,24,"Master's","Self-employed","Single","No",0,0.58624
60,2.48691,771,15,2,2.34,60,"Bachelor's","Part-time","Single","Yes",0,0.75406
36,2.04379,586,111,4,24.36,48,"PhD","Self-employed","Married","Yes",0,1.04401
51,0.24285,815,38,4,11.86,48,"PhD","Self-employed","Married","Yes",0,1.29581
29,2.39039,540,44,1,4.14,12,"Bachelor's","Self-employed","Married","Yes",0,0.71059
33,0.34356,572,95,3,16.23,48,"High School","Self-employed","Single","Yes",0,0.85758
33,0.0774,348,12,2,3.12,60,"Bachelor's","Self-employed","Single","Yes",0,0.2286
68,1.92176,343,38,4,19.55,60,"High School","Self-employed","Divorced","No",0,1.0575
32,1.04962,301,89,2,19.69,48,"PhD","Full-time","Single","Yes",0,0.44487
33,1.13727,565,94,1,18.2,48,"Bachelor's","Unemployed","Single","Yes",0,0.19726
42,1.40753,750,90,4,15.13,60,"PhD","Self-employed","Single","No",0,1.36117
25,0.17436,303,52,1,4.56,12,"Master's","Self-employed","Single","Yes",0,0.49515
38,1.87544,842,117,2,16.99,60,"High School","Self-employed","Single","No",0,0.98752
61,0.24614,646,35,1,17.53,12,"Master's","Self-employed","Single","No",0,1.11397
52,1.24763,454,106,4,16.7,48,"PhD","Self-employed","Single","No",0,0.79439
49,2.07468,369,46,2,20.34,12,"Master's","Full-time","Married","No",0,1.14983
32,1.43544,534,118,4,17.44,48,"Bachelor's","Unemployed","Divorced","No",0,0.33046
28,1.3796,437,7,3,23.01,60,"High School","Self-employed","Divorced","No",1,0.16315
52,0.57771,671,75,2,21.93,60,"Bachelor's","Full-time","Single","Yes",0,0.15509
45,2.36019,449,47,3,15.06,36,"Master's","Full-time","Divorced","Yes",0,0.55433
55,1.81331,671,105,2,7.71,24,"Master's","Unemployed","Married","Yes",0,0.32387
20,0.86058,572,5,4,12.04,60,"High School","Unemployed","Single","Yes",0,1.44339
18,1.60111,521,109,3,9.53,36,"Master's","Part-time","Divorced","Yes",0,1.09896
35,1.07476,397,91,2,19.32,36,"Master's","Unemployed","Married","No",0,0.89994
33,1.16343,312,7,1,20.45,36,"PhD","Full-time","Single","No",0,1.3278
46,1.12224,698,92,2,22.49,60,"Master's","Full-time","Married","Yes",0,1.42219
46,0.46912,457,82,1,15.11,12,"Bachelor's","Self-employed","Single","Yes",0,0.73628
33,1.1201,308,15,4,11.29,36,"PhD","Part-time","Married","No",0,0.68812
66,1.41738,513,32,2,21.19,60,"Master's","Part-time","Divorced","Yes",0,0.56648
30,1.82314,669,84,4,21.42,24,"Master's","Full-time","Single","No",1,0.33251
49,0.87648,464,84,4,21.61,12,"High School","Self-employed","Divorced","No",0,0.3848
69,2.1123,724,114,1,4.85,48,"Master's","Full-time","Single","No",0,0.97999
68,2.32204,616,74,1,14.51,60,"Bachelor's","Part-time","Divorced","Yes",0,1.48242
26,2.26551,658,39,4,24.46,24,"High School","Unemployed","Married","Yes",0,0.20184
25,2.02564,733,0,1,14.89,60,"PhD","Part-time","Married","No",1,1.27325
32,1.30901,766,94,4,15.28,48,"PhD","Unemployed","Married","No",0,0.98447
21,1.22294,590,29,2,16.12,24,"PhD","Part-time","Single","Yes",0,1.06535
48,2.11482,580,74,3,2.22,48,"PhD","Self-employed","Single","No",0,0.17289
51,0.71132,826,72,4,2.66,12,"Master's","Full-time","Single","Yes",0,1.15976
26,1.34795,605,27,1,5.87,60,"Bachelor's","Part-time","Single","No",0,0.34596
50,0.68559,425,53,4,12.19,24,"High School","Part-time","Single","Yes",1,1.47094
43,0.98444,478,4,4,3.73,24,"High School","Full-time","Divorced","No",0,0.6315
57,0.67272,445,117,4,18.35,60,"Bachelor's","Full-time","Single","No",0,0.57607
66,0.70107,770,77,3,14.46,60,"Master's","Full-time","Divorced","Yes",0,1.25973
63,1.07983,342,67,3,12.39,48,"Master's","Self-employed","Married","Yes",0,0.76855
69,0.14648,810,0,1,17.5,60,"PhD","Full-time","Single","Yes",0,0.21811
50,2.22492,700,108,4,12.07,24,"PhD","Part-time","Single","Yes",0,1.38418
52,1.87532,380,68,2,5.2,12,"High School","Self-employed","Married","Yes",0,1.1684
31,0.35326,355,6,3,12.69,12,"PhD","Part-time","Divorced","No",0,0.79291
64,1.37034,596,105,2,20.43,36,"PhD","Unemployed","Divorced","No",0,1.49239
46,0.87083,495,52,3,20.32,48,"High School","Full-time","Divorced","No",1,0.16398
62,1.2386,328,86,4,9.99,36,"High School","Unemployed","Divorced","Yes",0,1.45341
39,1.31463,350,71,1,8.87,36,"PhD","Self-employed","Divorced","No",0,1.41732
24,1.7004,696,110,1,4.53,36,"PhD","Full-time","Married","Yes",0,0.4691
26,0.25439,462,116,2,15.13,48,"Bachelor's","Unemployed","Divorced","No",0,1.00865
24,0.09665,358,16,1,24.63,60,"PhD","Unemployed","Married","Yes",0,1.4338
48,0.18013,558,63,1,12.89,24,"High School","Part-time","Single","Yes",0,1.15527
35,2.2581,847,70,1,2.46,24,"PhD","Self-employed","Married","No",0,0.57294
37,0.44045,750,106,3,16.69,60,"PhD","Unemployed","Single","No",0,0.88701
31,0.05318,595,95,2,10.97,36,"Master's","Unemployed","Married","Yes",0,1.31559
32,1.29661,707,101,4,18.17,12,"PhD","Part-time","Divorced","Yes",0,0.61588
64,0.65821,387,64,4,19.14,12,"PhD","Full-time","Married","Yes",0,1.17475
38,0.82417,804,36,4,7.93,36,"High School","Unemployed","Single","No",0,0.58371
42,1.91575,394,71,4,12.41,48,"High School","Part-time","Single","Yes",0,0.4025
51,1.58019,380,84,4,20.48,60,"High School","Full-time","Divorced","Yes",0,1.18611
58,0.68164,487,7,3,23.98,12,"PhD","Self-employed","Single","Yes",0,1.17001
20,2.20905,729,84,3,13.58,36,"Bachelor's","Unemployed","Married","Yes",0,0.98789
30,0.50358,556,33,1,24.74,24,"High School","Unemployed","Married","No",1,0.40147
69,1.28906,712,90,4,9.6,24,"Bachelor's","Unemployed","Divorced","No",0,0.80332
35,1.35768,633,68,3,7.31,48,"High School","Self-employed","Married","Yes",0,1.34148
47,2.0855,617,89,1,16.62,12,"Master's","Full-time","Divorced","Yes",1,1.05298
47,1.25767,369,103,2,5.31,24,"Master's","Self-employed","Married","No",1,1.23429
19,1.50979,450,45,3,16.54,48,"Bachelor's","Unemployed","Married","No",1,0.55009
28,1.77395,342,102,2,6.79,60,"Bachelor's","Self-employed","Married","No",0,1.15177
24,0.41576,518,98,4,14.62,60,"Bachelor's","Full-time","Single","No",0,0.40775
44,0.29451,844,21,4,16.73,12,"High School","Part-time","Single","No",0,1.4099
27,2.42669,632,114,2,19.23,24,"PhD","Self-employed","Divorced","No",1,0.99289
35,0.69289,821,38,1,3.27,24,"Bachelor's","Part-time","Married","No",0,0.26483
59,2.24517,470,0,2,22.67,60,"PhD","Self-employed","Married","Yes",0,1.47504
55,1.77189,434,51,3,24.99,48,"Master's","Part-time","Married","Yes",0,0.79787
40,0.12642,532,66,1,19.66,24,"PhD","Self-employed","Married","Yes",0,1.3054
68,1.50321,336,104,2,11.2,60,"High School","Full-time","Divorced","No",0,0.84231
62,1.57031,719,13,2,8.27,36,"Master's","Unemployed","Married","Yes",1,0.92798
62,2.18494,395,113,3,8.65,48,"Master's","Unemployed","Single","No",0,0.78378
37,2.15132,581,70,3,16.71,60,"Master's","Self-employed","Single","No",0,1.34609
66,0.72652,491,25,1,12.21,24,"Bachelor's","Part-time","Single","Yes",0,0.8498
53,0.6213,554,49,2,6.7,12,"High School","Full-time","Divorced","No",0,0.94949
66,1.46697,793,79,4,17.11,24,"PhD","Part-time","Married","No",0,0.63413
21,2.42667,353,108,2,6.19,48,"PhD","Unemployed","Single","No",0,1.29032
49,2.44897,758,79,3,3.66,36,"Master's","Part-time","Single","No",0,1.40103
61,0.55099,776,47,3,9.26,12,"Bachelor's","Self-employed","Divorced","No",1,0.24212
66,0.39742,652,50,2,22.45,48,"Bachelor's","Self-employed","Single","Yes",0,0.98036
43,1.97709,765,116,1,8.97,24,"Bachelor's","Self-employed","Single","No",0,0.84339
48,0.4529,774,99,4,12.64,48,"High School","Part-time","Divorced","No",0,1.1054
58,1.47736,301,83,1,15.93,12,"PhD","Self-employed","Married","No",0,1.02241
36,0.77788,688,99,2,8.22,48,"Master's","Part-time","Single","Yes",0,1.18943
58,1.41132,514,104,3,17.75,24,"PhD","Unemployed","Married","Yes",0,1.36441
58,0.14975,808,58,1,13.97,48,"Master's","Full-time","Divorced","No",0,0.73201
55,1.45666,309,110,2,4.36,48,"High School","Part-time","Single","No",0,1.18682
32,2.34859,689,110,2,24.5,24,"Bachelor's","Full-time","Divorced","No",0,0.95027
49,0.08247,769,70,1,13.3,60,"High School","Part-time","Single","Yes",0,1.42415
55,1.67465,340,95,1,16.38,12,"Master's","Full-time","Married","Yes",0,0.90214
49,0.67542,556,106,3,22.72,24,"Bachelor's","Self-employed","Single","No",1,0.97848
69,1.29686,592,51,4,23.79,36,"Master's","Self-employed","Single","Yes",0,1.29968
37,2.19531,542,63,4,24.69,12,"PhD","Self-employed","Married","No",1,1.13429
51,2.235,782,34,3,18.44,48,"PhD","Full-time","Married","Yes",0,1.46514
53,1.61971,362,118,3,6.09,36,"High School","Part-time","Married","Yes",0,1.09633
69,0.5738,420,55,3,12.08,12,"High School","Unemployed","Single","No",0,0.23549
30,1.99629,328,109,4,13.46,36,"PhD","Unemployed","Married","No",0,1.39985
38,1.43878,831,65,3,21.54,24,"Master's","Unemployed","Married","No",0,0.51375
30,0.41677,447,87,1,6.68,24,"Bachelor's","Part-time","Single","Yes",0,0.21806
20,1.58495,325,60,1,18.94,36,"Bachelor's","Self-employed","Married","No",0,0.54254
46,1.3263,596,2,1,7.48,36,"Master's","Full-time","Single","Yes",0,1.29727
67,2.09618,516,95,4,7.4,12,"Master's","Self-employed","Single","Yes",0,0.3482
18,2.19735,563,75,3,10.22,48,"PhD","Part-time","Divorced","No",0,0.46493
60,0.76184,677,55,4,12.35,48,"High School","Full-time","Single","No",0,1.19686
47,0.54011,422,35,4,14.67,60,"Bachelor's","Unemployed","Single","Yes",0,0.40413
63,2.08859,755,86,3,23.5,12,"Master's","Self-employed","Married","No",0,0.65444
68,1.917,350,25,1,22.77,36,"Bachelor's","Full-time","Single","No",1,0.19547
57,0.19885,701,34,4,21.26,24,"High School","Full-time","Single","Yes",0,0.6637
45,0.59996,592,59,2,7.51,12,"Bachelor's","Self-employed","Single","Yes",1,1.02494
65,0.8271,343,84,3,22.45,36,"Bachelor's","Unemployed","Divorced","No",1,0.96114
43,1.14238,811,105,1,6.35,48,"Master's","Full-time","Single","No",0,0.90539
40,0.23488,547,63,4,21.88,60,"Bachelor's","Self-employed","Divorced","Yes",0,0.89644
34,1.06777,412,51,1,20.52,60,"Bachelor's","Self-employed","Married","No",0,0.74398
46,2.31793,811,54,3,16.16,60,"Master's","Unemployed","Divorced","Yes",0,0.33098
58,0.7052,742,30,2,19.98,36,"Bachelor's","Full-time","Single","No",0,1.37313
64,2.43124,792,68,3,20.93,60,"PhD","Part-time","Divorced","Yes",0,0.68897
55,0.41313,601,108,4,22.03,36,"Bachelor's","Unemployed","Divorced","Yes",0,0.93887
35,0.90438,816,41,3,21.08,48,"Master's","Unemployed","Married","Yes",0,1.31799
27,1.25609,762,47,1,14.88,48,"Master's","Self-employed","Married","Yes",0,1.32397
24,0.32656,818,119,3,9.53,48,"Bachelor's","Self-employed","Single","No",0,1.40891
35,0.14371,455,1,1,23.84,36,"Bachelor's","Self-employed","Divorced","No",0,1.25618
32,2.11783,419,95,2,17.8,48,"Master's","Part-time","Married","No",1,0.22935
55,0.8501,630,5,3,15.11,12,"High School","Unemployed","Divorced","Yes",0,0.55091
29,1.73588,562,109,1,12.71,48,"Bachelor's","Unemployed","Single","No",0,1.25054
66,1.54627,474,49,2,12.92,48,"Master's","Full-time","Single","Yes",1,0.71614
60,1.07125,810,11,2,16.81,48,"High School","Self-employed","Single","No",0,1.04712
27,0.85083,621,111,4,13,60,"PhD","Part-time","Married","Yes",0,1.42897
45,0.73082,803,70,3,7.55,36,"Bachelor's","Self-employed","Single","Yes",0,0.58161
50,1.90458,541,97,3,24.12,48,"Bachelor's","Self-employed","Married","Yes",0,1.03816
23,0.21686,342,83,1,2.22,24,"PhD","Part-time","Married","Yes",0,0.56893
59,2.20721,830,49,1,23.92,36,"PhD","Full-time","Married","No",0,1.29442
69,0.37447,653,108,2,16.44,24,"Bachelor's","Unemployed","Divorced","No",0,0.2016
68,0.78698,603,82,1,3.43,48,"Bachelor's","Full-time","Married","Yes",0,1.31292
25,0.2918,480,43,1,14.6,36,"PhD","Part-time","Married","Yes",0,0.55645
19,1.76523,569,72,1,11.14,12,"High School","Full-time","Single","No",1,0.44795
50,0.36968,474,66,3,23.58,24,"PhD","Part-time","Married","No",1,0.69683
46,0.41304,797,54,3,10.85,48,"Bachelor's","Unemployed","Married","Yes",0,0.55832
55,0.42614,328,85,2,8.8,36,"PhD","Full-time","Married","Yes",0,0.74497
34,0.61249,653,107,2,23.61,60,"High School","Unemployed","Single","Yes",0,0.30831
60,0.65836,679,119,1,2.37,60,"Master's","Unemployed","Married","No",0,1.40677
29,1.89836,381,55,1,5.62,36,"Master's","Full-time","Divorced","No",0,0.63439
67,0.35729,781,6,2,15.91,12,"High School","Part-time","Divorced","No",0,1.0919
19,0.08928,347,51,2,11.16,60,"PhD","Unemployed","Single","No",0,1.08651
30,1.73876,762,74,2,17.4,36,"Bachelor's","Unemployed","Divorced","Yes",0,1.12779
49,0.42387,578,84,4,22.54,48,"Bachelor's","Part-time","Divorced","Yes",0,0.28139
68,0.89104,452,34,4,19.24,24,"Bachelor's","Unemployed","Married","Yes",0,0.45144
43,0.31265,425,93,4,20.03,60,"PhD","Self-employed","Single","No",0,0.67826
38,0.4299,335,118,4,21.76,24,"PhD","Self-employed","Single","No",0,0.16202
34,1.20021,397,110,4,23.6,36,"PhD","Full-time","Married","Yes",0,0.99241
38,1.24332,330,35,1,12.46,48,"Bachelor's","Self-employed","Divorced","No",0,0.53879
57,0.33288,559,102,2,11.71,60,"Master's","Unemployed","Single","Yes",0,0.57301
35,1.80231,831,65,1,21.51,24,"PhD","Self-employed","Married","No",1,0.24455
49,1.19463,503,64,4,8.26,60,"PhD","Self-employed","Divorced","No",0,0.45051
